,user,time,location,text
38,manas_muduli,2020-10-01 07:13:09,Odisha,"@amjeebanjyoti @MisrNaresh It all depends on what chickens eat, are they antibiotics/hormones free(?) and how eggs… https://t.co/wS058Yed6L"
39,Taururist,2020-10-01 06:42:58,Earth,@Tayrdboy @moroabdulbari Don’t we as humans have expiry dates too? Ain’t we material? Pls let’s enjoy it
40,BettystownNews,2020-10-01 06:40:28,Bettystown Drogheda,"RT @CyberNews_com: On Tuesday, a file package called #Azerbaijan Navy 2020 started circulating on Russian forums. The LEAKED data includes…"
41,dpka_tweets,2020-10-01 06:38:06,"Mumbai, India",RT @NetaNiyanta: @mini_razdan10 @sbk1963 Printing Expiry Dates on Currency Notes will prevent hoarding of Currency Notes to create Black #M…
42,dr_aman4205,2020-10-01 06:27:48,,"Relationships and Medicines play the same ROLE in our Lives.
Both CARE for us in PAIN.
Only DIFFERENCE is......
TRU… https://t.co/OXtzgu0hxg"
43,200Degs,2020-10-01 05:58:34,Nottingham,@teachingofsci Sure! We are extending all expiry dates. If you have a course booked drop us a DM and I will tell you what to do.👊🏾☕
44,jsonmamondi,2020-10-01 04:49:54,"Los Angeles, California",Freezing time for unit tests 🙌. Makes testing things like expiry dates and other time sensitive things way more san… https://t.co/JBZ5xEoK3r
45,FinePeaceofCass,2020-10-01 04:08:38,Heaven,"@J_Sullz HelloFresh cuz you know, expiry dates gotta be abided by lol. Plus the cuisines it introduces you to is so… https://t.co/cMMusCeKUC"
46,manpreet_mba09,2020-10-01 02:55:30,United States,"@jeetsidhu_ And, do you know these car seats have expiry dates as well? I was absolutely stunned when I got to know… https://t.co/4QK8uyHFos"
47,kartarsainani,2020-10-01 02:03:29,Pune -Maharashtra,RT @NetaNiyanta: @mini_razdan10 @sbk1963 Printing Expiry Dates on Currency Notes will prevent hoarding of Currency Notes to create Black #M…
48,DavidHuggan1,2020-10-01 00:44:07,"Sydney, Australia",@Flaneurble @jamesdoleman Mince pies have expiry dates???
49,mig30m6,2020-10-01 00:43:06,Canada,"RT @CyberNews_com: On Tuesday, a file package called #Azerbaijan Navy 2020 started circulating on Russian forums. The LEAKED data includes…"
50,WBugger19,2020-09-30 23:38:48,YEG,"@OphirGottlieb with regards to the GS diagonal trade, can’t the software just tell us which expiry dates and strikes to use?"
51,makyosunim,2020-09-30 23:30:54,"Canada, US","RT @CyberNews_com: On Tuesday, a file package called #Azerbaijan Navy 2020 started circulating on Russian forums. The LEAKED data includes…"
52,VivainSaint,2020-09-30 21:42:26,"Airdrie, Alberta",Just a little reminder if you run a business from home you should have a first aid kit ... I just checked mine and… https://t.co/C4LKays9Zk
53,DivineOmega,2020-09-30 21:13:35,,@svpino @AlejandroPiad @haltakov @benthompson There's an awful lot of things to consider beyond just what will peop… https://t.co/o7yZqPbbhM
54,RaviCho76776046,2020-09-30 21:12:13,,RT @NetaNiyanta: @mini_razdan10 @sbk1963 Printing Expiry Dates on Currency Notes will prevent hoarding of Currency Notes to create Black #M…
55,teachingofsci,2020-09-30 21:04:21,ian@ianhorsewell.co.uk,@200Degs Completely understand - presumably expiry dates will be extended? Really missing your coffee by the way...
56,smilingstardust,2020-09-30 20:12:40,waiting for the aliens,"RT @DrkStarLord: I spend way too much time checking if her food is safe to eat (expiry dates) than I do eating.

If that's not love, I don'…"
57,DrkStarLord,2020-09-30 20:11:48,Super secret Villain lair,"I spend way too much time checking if her food is safe to eat (expiry dates) than I do eating.

If that's not love, I don't know what is."
58,NaveenG77397272,2020-09-30 19:05:31,Lbnagar ,"RT @DigitalMediaTS: Don't respond to calls, emails that request Net Banking passwords, Debit/ Credit card numbers, CVVs, expiry dates, Phon…"
59,Cheese_bole,2020-09-30 17:07:49,,@erangatennakoon @CrazyNalin Apparently the offer is valid only for online purchases and i guess that's got somethi… https://t.co/gjwgD9GQeb
60,GoApeTribe,2020-09-30 17:03:04,34 locations UK wide,"@weejohn1888 Hi John, You just need to place your booking with us before the expiry date, so you are able to choose… https://t.co/BZJQvekoAW"
61,hillaby,2020-09-30 16:53:22,"Budapest, Hungary",Managing PKIs is all about having all the expiry dates in your calendar and looking at it frequently.
62,MatthieuTresor,2020-09-30 16:50:03,,"@Stevodeco @CHI_JI0_KE @umenta @Victoire_u @MaziSamson Passport have expiry dates, so it might be expired... Otherwise, wahala dey o..."
63,MichelleCaissi1,2020-09-30 16:38:37,Canada,@justinbieber always shines when he follows his heart &amp; follows his passion #holy the sky is the limit Beliebers Lo… https://t.co/fU9mpnNtnK
64,bassetgreg,2020-09-30 16:27:10,,@DrTejDhaliwal Two old geezers. Is there anyone  qualified who isn’t well past their expiry dates. https://t.co/pYC37Ifz2q
65,fear_eile,2020-09-30 16:25:34,,"RT @CyberNews_com: On Tuesday, a file package called #Azerbaijan Navy 2020 started circulating on Russian forums. The LEAKED data includes…"
66,divinely_d,2020-09-30 16:19:07,,@econet_support @econetzimbabwe kindly advise what is happening to data connectivity these days. It is a nightmare… https://t.co/SCIXlGvnFe
67,fno_hacked294,2020-09-30 15:57:39,India,Sharing change in OI data in the form of charts from strikes 11000-12000 between dates 25/09/2020 to 30/09/2020. On… https://t.co/ASZrY7QiF2
68,biswadev,2020-09-30 15:31:33,"Bhubaneshwar, India","the legal or similar 
limits on the use of the asset, such as the expiry dates of 
related leases, should be consid… https://t.co/G8LLasZubr"
69,riding_my_lund,2020-09-30 14:51:28,,RT @NetaNiyanta: @mini_razdan10 @sbk1963 Printing Expiry Dates on Currency Notes will prevent hoarding of Currency Notes to create Black #M…
70,NetaNiyanta,2020-09-30 14:25:32,Worldwide,@mini_razdan10 @sbk1963 Printing Expiry Dates on Currency Notes will prevent hoarding of Currency Notes to create B… https://t.co/PaRZdXXEG0
71,Atheist_Geek48,2020-09-30 14:21:47,"England, United Kingdom",@AnswersInLevi @ToHunte @justasurvivin @AiG Are you reading comprehensive skills really that poor? Crude oil is not… https://t.co/f9JJYkO2D4
72,jack_1330,2020-09-30 14:19:06,,RT @Tuggzyofb: Violations don’t have expiry dates.
73,AnswersInLevi,2020-09-30 14:00:55,,"@Atheist_Geek48 @ToHunte @justasurvivin @AiG If oil products are millions of years old, why do they have expiry dat… https://t.co/v0mLxb7xZO"
74,Jammer2529,2020-09-30 12:36:26,South Bristol,@cineworld is there a way of checking gift card balances / expiry dates?
75,leumascwesi,2020-09-30 12:27:38,"Kumasi, Ghana",@ThoughtPillow Their phones come with expiry dates 😹😹💔
76,TSHO_MANYE,2020-09-30 11:32:15,"Pretoria, South Africa",@Henry_SBN24 You doing a great job monitoring expiry dates 🤣🤣🤣🤣 https://t.co/Ryg8QQrRRm
77,Feffs,2020-09-30 11:27:42,"Ottawa, Ontario, Canada","RT @CyberNews_com: On Tuesday, a file package called #Azerbaijan Navy 2020 started circulating on Russian forums. The LEAKED data includes…"
78,lapienyte,2020-09-30 11:15:59,"Vilnius, Lithuania","RT @CyberNews_com: On Tuesday, a file package called #Azerbaijan Navy 2020 started circulating on Russian forums. The LEAKED data includes…"
79,abcdeniseee_,2020-09-30 10:53:08,,RT @YernFay: i long for a relationship that comes with many dates. except for an expiry date
80,DyagalaSalendar,2020-09-30 10:50:23,Tadvai-Telangana-India,"RT @DigitalMediaTS: Don't respond to calls, emails that request Net Banking passwords, Debit/ Credit card numbers, CVVs, expiry dates, Phon…"
81,CyberNews_com,2020-09-30 10:46:13,,"On Tuesday, a file package called #Azerbaijan Navy 2020 started circulating on Russian forums. The LEAKED data incl… https://t.co/Xd2XzULlvI"
82,JohnBubby1,2020-09-30 10:29:59,,"RT @DigitalMediaTS: Don't respond to calls, emails that request Net Banking passwords, Debit/ Credit card numbers, CVVs, expiry dates, Phon…"
83,donatbuy,2020-09-30 10:12:59,"ÜT: 14.859394,121.096802","Me: Expired na kaya to kaya pinamimigay? (Used to Aussue dates, so if ever man, expiry parin nya in 3 days. 😂😂😂)… https://t.co/dliuOMCkkc"
84,MamaletteNG,2020-09-30 10:01:09,"Lagos, Nigeria",Mamalettes do you check the expiry dates on your baby’s milk? https://t.co/okbZq72JBC
85,franzadrian_,2020-09-30 09:59:44,in a parallel universe,No expiry dates
86,YernFay,2020-09-30 09:49:55,"Selangor, Malaysia",i long for a relationship that comes with many dates. except for an expiry date
87,PlaatjiesLionel,2020-09-30 09:01:46,,the constant increase in No Nice packages and inconsistent expiry dates oh and the data that suddenly disappears on… https://t.co/MDW6JGvh2r
88,enzoticaaa,2020-09-30 08:28:41,,"Grocery shopping with mums be like no urgency. She sashays the aisles, slowly digs deep into the shelves comparing… https://t.co/UTx8gtIOCk"
89,KavyaMayor,2020-09-30 07:33:54,"Jawahar Nagar, Medchal","Don't respond to calls, emails that request Net Banking passwords, Debit/ Credit card numbers, CVVs, expiry dates,… https://t.co/e9eYghUtRu"
90,JellaHarsha,2020-09-30 07:21:16,"Hyderabad, India.","RT @DigitalMediaTS: Don't respond to calls, emails that request Net Banking passwords, Debit/ Credit card numbers, CVVs, expiry dates, Phon…"
91,HafizShazHyd,2020-09-30 06:46:59,"Birmingham, England","RT @DigitalMediaTS: Don't respond to calls, emails that request Net Banking passwords, Debit/ Credit card numbers, CVVs, expiry dates, Phon…"
92,RaoVarun_d,2020-09-30 06:41:36,Karimnagar,"RT @DigitalMediaTS: Don't respond to calls, emails that request Net Banking passwords, Debit/ Credit card numbers, CVVs, expiry dates, Phon…"
93,nbrmiryalaguda,2020-09-30 06:14:04,"Miryalaguda, Nalgonda District","RT @DigitalMediaTS: Don't respond to calls, emails that request Net Banking passwords, Debit/ Credit card numbers, CVVs, expiry dates, Phon…"
94,rravikanthreddy,2020-09-30 05:57:13,"Hyderabad, India","RT @DigitalMediaTS: Don't respond to calls, emails that request Net Banking passwords, Debit/ Credit card numbers, CVVs, expiry dates, Phon…"
95,arabicaah,2020-09-30 05:26:58,"Goa, India",@Airtel_Presence No need to discuss anything. I will DM the two nos I want to recharge. I need to know balance &amp; ex… https://t.co/CMgSC4YWPV
96,das_trs,2020-09-30 05:17:04,"Chityala, Nalgonda Dist.India","RT @DigitalMediaTS: Don't respond to calls, emails that request Net Banking passwords, Debit/ Credit card numbers, CVVs, expiry dates, Phon…"
97,nahomtkk,2020-09-30 05:07:36,Ethiopia,"Does Electronic Devices/Gadgets Have Expiry Date ? If So, what kind of devices have which types of expiry dates ? H… https://t.co/cu93EYCVKc"
98,chanux,2020-09-30 04:50:12,Sri Lanka,@jomanlk @seniinthebox @drac The expiry dates are just guidelines.
99,neeraj9112,2020-09-30 04:43:00,,"RT @DigitalMediaTS: Don't respond to calls, emails that request Net Banking passwords, Debit/ Credit card numbers, CVVs, expiry dates, Phon…"
